D:\Agilent\ICPMH\1\DATA\Vera\2025-06-16_ETV_TRA_O2.b\011SMPL.d,
82.74504,1101.68
82.77554,1109.7
82.80605,1151.83
82.83655,1151.83
82.86705,1114.72
82.89756,1129.76
82.92806,1124.75
82.95856,1120.73
82.98907,1134.78
83.01957,1166.88
83.05007,1113.71
83.08057,1158.85
83.11108,1113.71
83.14158,1153.84
83.17208,1182.93
83.20259,1186.94
83.23309,1159.86
83.26359,1171.9
83.2941,1152.83
83.3246,1147.82
83.3551,1090.64
83.3856,1151.83
83.41611,1124.75
83.44661,1126.75
83.47711,1140.8
83.50762,1111.71
83.53812,1150.83
83.56862,1104.68
83.59913,1107.69
83.62963,1148.82
83.66013,1220.05
83.69063,1176.91
83.72114,1208.01
83.75164,1112.71
83.78214,1154.84
83.81265,1068.58
83.84315,1102.68
83.87365,1146.82
83.90416,1134.78
83.93466,1123.74
83.96516,1105.69
83.99566,1125.75
84.02617,1196.98
84.05667,1114.72
84.08717,1161.86
84.11768,1122.74
84.14818,1103.68
84.17868,1144.81
84.20919,1154.84
84.23969,1096.66
84.27019,1096.66
84.30069,1143.81
84.3312,1152.83
84.3617,1114.72
84.3922,1167.88
84.42271,1054.54
84.45321,1039.49
84.48371,1173.9
84.51422,1077.6
84.54472,1112.71
84.57522,1124.75
84.60572,1168.89
84.63623,1109.7
84.66673,1152.83
84.69723,1128.76
84.72774,1173.9
84.75824,1112.71
84.78874,1103.68
84.81925,1082.62
84.84975,1102.68
84.88025,1132.77
84.91075,1127.76
84.94126,1056.54
84.97176,1139.79
85.00226,1154.84
85.03277,1170.89
85.06327,1149.83
85.09377,1178.92
85.12428,1160.86
85.15478,1114.72
85.18528,1105.69
85.21578,1153.84
85.24629,1079.61
85.27679,1124.75
85.30729,1128.76
85.3378,1104.68
85.3683,1184.94
85.3988,1127.76
85.42931,1116.72
85.45981,1121.74
85.49031,1157.85
85.52081,1108.7
85.55132,1120.73
85.58182,1196.98
85.61232,1088.64
85.64283,1151.83
85.67333,1128.76
85.70383,1254.17
85.73434,1146.82
85.76484,1169.89
85.79534,1229.09
85.82584,1138.79
85.85635,1108.7
85.88685,1145.81
85.91735,1107.69
85.94786,1143.81
85.97836,1160.86
86.00886,1184.94
86.03937,1131.77
86.06987,1135.78
86.10037,1130.77
86.13087,1151.83
86.16138,1096.66
86.19188,1114.72
86.22238,1088.64
86.25289,1154.84
86.28339,1096.66
86.31389,1076.6
86.3444,1148.82
86.3749,1167.88
86.4054,1132.77
86.4359,1115.72
86.46641,1133.77
86.49691,1119.73
86.52741,1146.82
86.55792,1129.76
86.58842,1107.69
86.61892,1118.73
86.64943,1179.92
86.67993,1144.81
86.71043,1158.85
86.74093,1086.63
86.77144,1149.83
86.80194,1095.66
86.83244,1146.82
86.86295,1149.83
86.89345,1131.77
86.92395,1188.95
86.95446,1099.67
86.98496,1177.92
87.01546,1158.85
87.04596,1214.03
87.07647,1137.79
87.10697,1179.92
87.13747,1097.66
87.16798,1147.82
87.19848,1135.78
87.22898,1119.73
87.25949,1074.59
87.28999,1144.81
87.32049,1183.94
87.35099,1148.82
87.3815,1159.86
87.412,1132.77
87.4425,1143.81
87.47301,1080.61
87.50351,1217.04
87.53401,1120.73
87.56452,1197.98
87.59502,1129.76
87.62552,1144.81
87.65602,1138.79
87.68653,1153.84
87.71703,1138.79
87.74753,1193.97
87.77804,1116.72
87.80854,1117.72
87.83904,1165.88
87.86955,1117.72
87.90005,1157.85
87.93055,1097.66
87.96105,1077.6
87.99156,1203
88.02206,1200.99
88.05256,1099.67
88.08307,1157.85
88.11357,1157.85
88.14407,1126.75
88.17458,1170.89
88.20508,1118.73
88.23558,1178.92
88.26608,1105.69
88.29659,1161.86
88.32709,1153.84
88.35759,1164.87
88.3881,1145.81
88.4186,1128.76
88.4491,1153.84
88.47961,1135.78
88.51011,1178.92
88.54061,1139.79
88.57111,1172.9
88.60162,1107.69
88.63212,1144.81
88.66262,1196.98
88.69313,1207.01
88.72363,1158.85
88.75413,1141.8
88.78464,1123.74
88.81514,1187.95
88.84564,1179.92
88.87614,1129.76
88.90665,1168.89
88.93715,1178.92
88.96765,1162.87
88.99816,1147.82
89.02866,1114.72
89.05916,1120.73
89.08967,1121.74
89.12017,1140.8
89.15067,1176.91
89.18117,1058.55
89.21168,1104.68
89.24218,1110.7
89.27268,1167.88
89.30319,1103.68
89.33369,1187.95
89.36419,1134.78
89.3947,1132.77
89.4252,1085.63
89.4557,1151.83
89.4862,1124.75
89.51671,1147.82
89.54721,1159.86
89.57771,1095.66
89.60822,1171.9
89.63872,1117.72
89.66922,1169.89
89.69973,1198.98
89.73023,1109.7
89.76073,1212.03
89.79123,1150.83
89.82174,1115.72
89.85224,1197.98
89.88274,1183.94
89.91325,1177.92
89.94375,1108.7
89.97425,1191.96
90.00476,1149.83
90.03526,1089.64
90.06576,1125.75
90.09626,1236.11
90.12677,1203
90.15727,1143.81
90.18777,1141.8
90.21828,1190.96
90.24878,1152.83
90.27928,1196.98
90.30979,1143.81
90.34029,1181.93
90.37079,1149.83
90.40129,1149.83
90.4318,1168.89
90.4623,1212.03
90.4928,1150.83
90.52331,1098.67
90.55381,1096.66
90.58431,1070.58
90.61482,1143.81
90.64532,1016.43
90.67582,1094.65
90.70632,1186.94
90.73683,1080.61
90.76733,1109.7
90.79783,1129.76
90.82834,1135.78
90.85884,1119.73
90.88934,1115.72
90.91985,1176.91
90.95035,1115.72
90.98085,1197.98
91.01135,1179.92
91.04186,1146.82
91.07236,1109.7
91.10286,1100.67
91.13337,1168.89
91.16387,1117.72
91.19437,1216.04
91.22488,1145.81
91.25538,1175.91
91.28588,1164.87
91.31638,1180.93
91.34689,1097.66
91.37739,1131.77
91.40789,1096.66
91.4384,1134.78
91.4689,1191.96
91.4994,1147.82
91.52991,1114.72
91.56041,1187.95
91.59091,1135.78
91.62141,1107.69
91.65192,1138.79
91.68242,1133.77
91.71292,1142.8
91.74343,1116.72
91.77393,1090.64
91.80443,1115.72
91.83494,1165.88
91.86544,1126.75
91.89594,1162.87
91.92644,1181.93
91.95695,1168.89
91.98745,1121.74
92.01795,1140.8
92.04846,1144.81
92.07896,1181.93
92.10946,1076.6
92.13997,1147.82
92.17047,1110.7
92.20097,1136.78
92.23147,1126.75
92.26198,1159.86
92.29248,1178.92
92.32298,1135.78
92.35349,1119.73
92.38399,1111.71
92.41449,1095.66
92.445,1131.77
92.4755,1172.9
92.506,1152.83
92.5365,1118.73
92.56701,1122.74
92.59751,1173.9
92.62801,1136.78
92.65852,1156.85
92.68902,1191.96
92.71952,1174.91
92.75003,1189.95
92.78053,1190.96
92.81103,1121.74
92.84153,1099.67
92.87204,1117.72
92.90254,1173.9
92.93304,1129.76
92.96355,1194.97
92.99405,1098.67
93.02455,1179.92
93.05506,1098.67
93.08556,1098.67
93.11606,1121.74
93.14656,1144.81
93.17707,1122.74
93.20757,1128.76
93.23807,1154.84
93.26858,1091.65
93.29908,1091.65
93.32958,1128.76
93.36009,1200.99
93.39059,1128.76
93.42109,1129.76
93.45159,1066.57
93.4821,1089.64
93.5126,1126.75
93.5431,1121.74
93.57361,1132.77
93.60411,1169.89
93.63461,1117.72
93.66512,1062.56
93.69562,1114.72
93.72612,1134.78
93.75662,1166.88
93.78713,1111.71
93.81763,1137.79
93.84813,1198.98
93.87864,1207.01
93.90914,1156.85
93.93964,1123.74
93.97015,1182.93
94.00065,1140.8
94.03115,1120.73
94.06165,1141.8
94.09216,1158.85
94.12266,1156.85
94.15316,1188.95
94.18367,1086.63
94.21417,1121.74
94.24467,1180.93
94.27518,1119.73
94.30568,1143.81
94.33618,1171.9
94.36668,1095.66
94.39719,1158.85
94.42769,1139.79
94.45819,1078.61
94.4887,1122.74
94.5192,1094.65
94.5497,1083.62
94.58021,1183.94
94.61071,1154.84
94.64121,1139.79
94.67171,1210.02
94.70222,1138.79
94.73272,1211.02
94.76322,1142.8
94.79373,1173.9
94.82423,1139.79
94.85473,1189.95
94.88524,1136.78
94.91574,1206.01
94.94624,1209.02
94.97674,1179.92
95.00725,1084.62
95.03775,1108.7
95.06825,1150.83
95.09876,1092.65
95.12926,1087.63
95.15976,1112.71
95.19027,1155.84
95.22077,1227.08
95.25127,1179.92
95.28177,1200.99
95.31228,1140.8
95.34278,1123.74
95.37328,1179.92
95.40379,1115.72
95.43429,1121.74
95.46479,1114.72
95.4953,1155.84
95.5258,1174.91
95.5563,1109.7
95.5868,1162.87
95.61731,1142.8
95.64781,1115.72
95.67831,1167.88
95.70882,1159.86
95.73932,1131.77
95.76982,1159.86
95.80033,1172.9
95.83083,1168.89
95.86133,1156.85
95.89183,1189.95
95.92234,1171.9
95.95284,1109.7
95.98334,1144.81
96.01385,1136.78
96.04435,1224.07
96.07485,1122.74
96.10536,1175.91
96.13586,1113.71
96.16636,1137.79
96.19686,1119.73
96.22737,1142.8
96.25787,1159.86
96.28837,1113.71
96.31888,1162.87
96.34938,1101.68
96.37988,1152.83
96.41039,1157.85
96.44089,1139.79
96.47139,1143.81
96.50189,1222.06
96.5324,1142.8
96.5629,1061.56
96.5934,1131.77
96.62391,1130.77
96.65441,1104.68
96.68491,1138.79
96.71542,1192.96
96.74592,1172.9
96.77642,1089.64
96.80692,1162.87
96.83743,1134.78
96.86793,1125.75
96.89843,1097.66
96.92894,1177.92
96.95944,1134.78
96.98994,1127.76
97.02045,1065.57
97.05095,1115.72
97.08145,1094.65
97.11195,1116.72
97.14246,1101.68
97.17296,1132.77
97.20346,1153.84
97.23397,1122.74
97.26447,1154.84
97.29497,1072.59
97.32548,1160.86
97.35598,1169.89
97.38648,1121.74
97.41698,1128.76
97.44749,1111.71
97.47799,1103.68
97.50849,1171.9
97.539,1190.96
97.5695,1149.83
97.6,1130.77
97.63051,1185.94
97.66101,1128.76
97.69151,1130.77
97.72201,1148.82
97.75252,1117.72
97.78302,1156.85
97.81352,1126.75
97.84403,1147.82
97.87453,1146.82
97.90503,1179.92
97.93554,1190.96
97.96604,1115.72
97.99654,1145.81
98.02704,1144.81
98.05755,1158.85
98.08805,1165.88
98.11855,1111.71
98.14906,1109.7
98.17956,1089.64
98.21006,1131.77
98.24057,1186.94
98.27107,1159.86
98.30157,1143.81
98.33207,1147.82
98.36258,1122.74
98.39308,1101.68
98.42358,1069.58
98.45409,1069.58
98.48459,1173.9
98.51509,1120.73
98.5456,1122.74
98.5761,1123.74
98.6066,1140.8
98.6371,1175.91
98.66761,1150.83
98.69811,1143.81
98.72861,1187.95
98.75912,1177.92
98.78962,1154.84
98.82012,1085.63
98.85063,1149.83
98.88113,1164.87
98.91163,1166.88
98.94213,1158.85
98.97264,1093.65
99.00314,1111.71
99.03364,1160.86
99.06415,1145.81
99.09465,1133.77
99.12515,1185.94
99.15566,1063.56
99.18616,1099.67
99.21666,1122.74
99.24716,1097.66
99.27767,1083.62
99.30817,1134.78
99.33867,1155.84
99.36918,1139.79
99.39968,1154.84
99.43018,1117.72
99.46069,1186.94
99.49119,1191.96
99.52169,1224.07
99.55219,1098.67
99.5827,1190.96
99.6132,1127.76
99.6437,1224.07
99.67421,1129.76
99.70471,1126.75
99.73521,1162.87
99.76572,1165.88
99.79622,1170.89
99.82672,1185.94
99.85722,1152.83
99.88773,1214.03
99.91823,1103.68
99.94873,1138.79
99.97924,1111.71
100.00974,1175.91
100.04024,1167.88
100.07075,1112.71
100.10125,1157.85
100.13175,1126.75
100.16225,1128.76
100.19276,1165.88
100.22326,1172.9
100.25376,1180.93
100.28427,1117.72
100.31477,1130.77
100.34527,1175.91
100.37578,1226.08
100.40628,1121.74
100.43678,1102.68
100.46728,1196.98
100.49779,1164.87
100.52829,1168.89
100.55879,1180.93
100.5893,1145.81
100.6198,1101.68
100.6503,1158.85
100.68081,1126.75
100.71131,1139.79
100.74181,1197.98
100.77231,1153.84
100.80282,1099.67
100.83332,1158.85
100.86382,1145.81
100.89433,1133.77
100.92483,1146.82
100.95533,1145.81
100.98584,1128.76
101.01634,1180.93
101.04684,1110.7
101.07734,1167.88
101.10785,1139.79
101.13835,1142.8
101.16885,1120.73
101.19936,1172.9
101.22986,1154.84
101.26036,1148.82
101.29087,1165.88
101.32137,1122.74
101.35187,1151.83
101.38237,1115.72
101.41288,1113.71
101.44338,1113.71
101.47388,1118.73
101.50439,1124.75
101.53489,1150.83
101.56539,1214.03
101.5959,1216.04
101.6264,1190.96
101.6569,1170.89
101.6874,1165.88
101.71791,1182.93
101.74841,1164.87
101.77891,1166.88
101.80942,1198.98
101.83992,1206.01
101.87042,1151.83
101.90093,1209.02
101.93143,1106.69
101.96193,1233.1
101.99243,1175.91
102.02294,1166.88
102.05344,1206.01
102.08394,1182.93
102.11445,1191.96
102.14495,1178.92
102.17545,1127.76
102.20596,1183.94
102.23646,1130.77
102.26696,1155.84
102.29746,1175.91
102.32797,1189.95
102.35847,1149.83
102.38897,1198.98
102.41948,1193.97
102.44998,1176.91
102.48048,1165.88
102.51099,1180.93
102.54149,1149.83
102.57199,1181.93
102.60249,1177.92
102.633,1171.9
102.6635,1187.95
102.694,1266.21
102.72451,1241.13
102.75501,1150.83
102.78551,1145.81
102.81602,1212.03
102.84652,1198.98
102.87702,1158.85
102.90752,1188.95
102.93803,1173.9
102.96853,1254.17
102.99903,1171.9
103.02954,1235.11
103.06004,1227.08
103.09054,1218.05
103.12105,1226.08
103.15155,1229.09
103.18205,1206.01
103.21255,1148.82
103.24306,1178.92
103.27356,1224.07
103.30406,1220.05
103.33457,1262.2
103.36507,1325.42
103.39557,1230.09
103.42608,1140.8
103.45658,1204
103.48708,1198.98
103.51758,1266.21
103.54809,1230.09
103.57859,1236.11
103.60909,1231.09
103.6396,1237.11
103.6701,1227.08
103.7006,1285.28
103.73111,1256.18
103.76161,1241.13
103.79211,1306.36
103.82261,1291.3
103.85312,1362.56
103.88362,1228.08
103.91412,1240.12
103.94463,1240.12
103.97513,1270.23
104.00563,1380.63
104.03614,1272.23
104.06664,1253.17
104.09714,1243.13
104.12764,1301.34
104.15815,1263.2
104.18865,1294.31
104.21915,1285.28
104.24966,1291.3
104.28016,1311.37
104.31066,1335.46
104.34117,1296.32
104.37167,1314.38
104.40217,1355.54
104.43267,1319.4
104.46318,1346.5
104.49368,1383.64
104.52418,1284.28
104.55469,1444.88
104.58519,1322.41
104.61569,1380.63
104.6462,1406.73
104.6767,1477.01
104.7072,1465.97
104.7377,1442.87
104.76821,1448.9
104.79871,1394.68
104.82921,1436.85
104.85972,1401.71
104.89022,1484.04
104.92072,1350.52
104.95123,1514.16
104.98173,1429.82
105.01223,1558.35
105.04273,1389.67
105.07324,1525.21
105.10374,1456.93
105.13424,1489.06
105.16475,1587.48
105.19525,1544.29
105.22575,1610.58
105.25626,1599.53
105.28676,1570.4
105.31726,1630.67
105.34776,1612.59
105.37827,1663.82
105.40877,1643.73
105.43927,1589.49
105.46978,1590.49
105.50028,1665.83
105.53078,1742.19
105.56129,1678.89
105.59179,1719.08
105.62229,1766.3
105.65279,1718.07
105.6833,1829.62
105.7138,1713.05
105.7443,1678.89
105.77481,1716.06
105.80531,1812.53
105.83581,1867.81
105.86632,1822.58
105.89682,1911.04
105.92732,1874.85
105.95782,1815.55
105.98833,1852.73
106.01883,1834.64
106.04933,1984.43
106.07984,1962.31
106.11034,1838.66
106.14084,1914.05
106.17135,1975.38
106.20185,2068.9
106.23235,1981.41
106.26285,2010.57
106.29336,2068.9
106.32386,1970.35
106.35436,2063.87
106.38487,2169.49
106.41537,2028.68
106.44587,2036.72
106.47638,2134.28
106.50688,2243.94
106.53738,2236.9
106.56788,2256.02
106.59839,2238.91
106.62889,2196.65
106.65939,2213.76
106.6899,2342.56
106.7204,2370.75
106.7509,2335.52
106.78141,2299.29
106.81191,2303.31
106.84241,2316.4
106.87291,2376.79
106.90342,2332.5
106.93392,2353.64
106.96442,2434.17
106.99493,2421.08
107.02543,2501.62
107.05593,2561.04
107.08644,2490.55
107.11694,2548.95
107.14744,2737.32
107.17794,2742.36
107.20845,2717.17
107.23895,2824.99
107.26945,2769.57
107.29996,2765.54
107.33046,2870.35
107.36096,2879.42
107.39147,3058.88
107.42197,2775.61
107.45247,2878.41
107.48297,2844.14
107.51348,2953.01
107.54398,3067.96
107.57448,3029.64
107.60499,3226.33
107.63549,3092.17
107.66599,3314.12
107.6965,3299.99
107.727,3292.93
107.7575,3353.48
107.788,3628.11
107.81851,3863.53
107.84901,3666.5
107.87951,3831.19
107.91002,3877.68
107.94052,3806.94
107.97102,4097.08
108.00153,4032.36
108.03203,4035.39
108.06253,4523.11
108.09303,4149.68
108.12354,4048.54
108.15404,4370.25
108.18454,4287.27
108.21505,4388.47
108.24555,4712.51
108.27605,4791.54
108.30656,4673
108.33706,4825.99
108.36756,4932.41
108.39806,5006.42
108.42857,5011.49
108.45907,5320.86
108.48957,5493.42
108.52008,5504.58
108.55058,5764.59
108.58108,5684.33
108.61159,5956.66
108.64209,6136.64
108.67259,6002.41
108.70309,5719.89
108.7336,6742.28
108.7641,6278.03
108.7946,6211.91
108.82511,6440.86
108.85561,6544.7
108.88611,6776.92
108.91662,6836.02
108.94712,6840.09
108.97762,7088.81
109.00812,7386.69
109.03863,7148.98
109.06913,7478.55
109.09963,7134.7
109.13014,7843.15
109.16064,8034.28
109.19114,7894.25
109.22165,8276.66
109.25215,8115.05
109.28265,8323.72
109.31315,8169.25
109.34366,8584.71
109.37416,8474.15
109.40466,9015
109.43517,8716.82
109.46567,8908.41
109.49617,8835.65
109.52668,9133.93
109.55718,9277.52
109.58768,9614.14
109.61818,9507.37
109.64869,9511.48
109.67919,9776.41
109.70969,9533.04
109.7402,10024.05
109.7707,9423.21
109.8012,10136.11
109.83171,10671.18
109.86221,10720.61
109.89271,10542.48
109.92321,10481.76
109.95372,10639.26
109.98422,10468.38
110.01472,11173
110.04523,11092.58
110.07573,11296.76
110.10623,10935.91
110.13674,10953.43
110.16724,11207.03
110.19774,10740.18
110.22824,11646.6
110.25875,11207.03
110.28925,11334.92
110.31975,11096.7
110.35026,11583.62
110.38076,11158.56
110.41126,11412.3
110.44177,10665
110.47227,11382.38
110.50277,12038.11
110.53327,12318.32
110.56378,11621.82
110.59428,11760.19
110.62478,11619.75
110.65529,11414.37
110.68579,11631.11
110.71629,11983.34
110.7468,12113.57
110.7773,11793.24
110.8078,11458.74
110.8383,11330.8
110.86881,11669.31
110.89931,11312.23
110.92981,11624.92
110.96032,11604.27
110.99082,11759.15
111.02132,11798.4
111.05183,11290.57
111.08233,11322.54
111.11283,11017.33
111.14333,11663.12
111.17384,12063.95
111.20434,11562.98
111.23484,11640.4
111.26535,11327.7
111.29585,11129.69
111.32635,11587.75
111.35686,11228.69
111.38736,12432.11
111.41786,11510.34
111.44836,11386.51
111.47887,11282.32
111.50937,11291.6
111.53987,11280.25
111.57038,11182.28
111.60088,10916.34
111.63138,11432.94
111.66189,11056.5
111.69239,11160.63
111.72289,10600.13
111.75339,10986.41
111.7839,10364.45
111.8144,11325.64
111.8449,11140
111.87541,10857.61
111.90591,11344.21
111.93641,10723.7
111.96692,10702.07
111.99742,10620.72
112.02792,10493.08
112.05842,11533.04
112.08893,10558.96
112.11943,9845.24
112.14993,10446.77
112.18044,10046.66
112.21094,10063.11
112.24144,9840.1
112.27195,9877.09
112.30245,10103.21
112.33295,9525.85
112.36345,9722.99
112.39396,9418.08
112.42446,8981.17
112.45496,9307.27
112.48547,9613.11
112.51597,9130.85
112.54647,9397.56
112.57698,8997.57
112.60748,8440.38
112.63798,9265.21
112.66848,8722.97
112.69899,8684.04
112.72949,9522.77
112.75999,8922.75
112.7905,8278.7
112.821,8299.16
112.8515,8017.92
112.88201,7864.61
112.91251,8232.67
112.94301,8116.08
112.97351,8058.82
113.00402,7692.98
113.03452,7993.39
113.06502,7402
113.09553,7293.83
113.12603,7384.65
113.15653,7439.76
113.18704,7399.96
113.21754,7270.37
113.24804,7010.31
113.27854,7109.21
113.30905,7043.95
113.33955,6733.11
113.37005,6629.22
113.40056,7266.29
113.43106,6592.56
113.46156,6375.72
113.49207,6112.23
113.52257,6288.21
113.55307,6318.73
113.58357,5904.82
113.61408,6030.88
113.64458,6266.84
113.67508,6010.54
113.70559,5603.08
113.73609,5653.86
113.76659,5519.81
113.7971,5773.73
113.8276,5700.59
113.8581,5701.6
113.8886,5673.16
113.91911,5421.34
113.94961,5363.49
113.98011,5320.86
114.01062,5495.45
114.04112,5430.48
114.07162,5516.77
114.10213,5056.11
114.13263,5019.6
114.16313,4872.61
114.19363,5102.75
114.22414,5080.44
114.25464,4788.5
114.28514,4753.04
114.31565,4756.08
114.34615,4773.3
114.37665,4579.82
114.40716,4666.92
114.43766,4463.38
114.46816,4588.94
114.49866,4791.54
114.52917,4729.73
114.55967,4551.47
114.59017,4587.92
114.62068,4494.76
114.65118,4537.29
114.68168,4413.78
114.71219,4494.76
114.74269,4460.34
114.77319,4259.95
114.80369,4280.18
114.8342,4164.85
114.8647,4309.53
114.8952,4037.42
114.92571,4096.07
114.95621,4203.29
114.98671,4063.71
115.01722,4139.56
115.04772,4024.27
115.07822,4066.74
115.10872,4052.58
115.13923,4271.08
115.16973,4145.63
115.20023,4032.36
115.23074,3855.45
115.26124,3961.58
115.29174,3974.73
115.32225,3925.19
115.35275,3917.1
115.38325,4088.99
115.41375,3948.44
115.44426,3868.58
115.47476,3824.12
115.50526,3691.75
115.53577,3861.51
115.56627,3737.21
115.59677,3713.98
115.62728,3927.21
115.65778,3768.54
115.68828,3632.15
115.71878,3631.14
115.74929,3553.37
115.77979,3561.45
115.81029,3707.92
115.8408,3709.94
115.8713,3732.16
115.9018,3633.16
115.93231,3606.9
115.96281,3596.8
115.99331,3571.55
116.02381,3576.6
116.05432,3679.63
116.08482,3592.76
116.11532,3452.4
116.14583,3454.42
116.17633,3429.18
116.20683,3357.52
116.23734,3441.3
116.26784,3482.69
116.29834,3486.73
116.32884,3443.32
116.35935,3353.48
116.38985,3312.1
116.42035,3299.99
116.45086,3310.08
116.48136,3389.82
116.51186,3438.27
116.54237,3428.17
116.57287,3250.55
116.60337,3368.62
116.63387,3343.39
116.66438,3324.21
116.69488,3257.61
116.72538,3417.07
116.75589,3352.47
116.78639,3320.17
116.81689,3162.77
116.8474,3275.77
116.8779,3330.27
116.9084,3251.55
116.9389,3252.56
116.96941,3320.17
116.99991,3314.12
117.03041,3203.13
117.06092,3146.63
117.09142,3100.23
117.12192,3223.3
117.15243,3283.84
117.18293,3154.7
117.21343,3266.69
117.24393,3226.33
117.27444,3215.23
117.30494,3165.8
117.33544,3212.21
117.36595,3170.84
117.39645,3251.55
117.42695,3157.73
117.45746,3190.01
117.48796,3071.99
117.51846,3163.78
117.54896,3170.84
117.57947,3113.35
117.60997,3109.31
117.64047,3127.47
117.67098,3100.23
117.70148,3068.97
117.73198,3061.91
117.76249,2916.72
117.79299,3157.73
117.82349,3127.47
117.85399,3039.72
117.8845,3085.11
117.915,3010.48
117.9455,3148.65
117.97601,3000.4
118.00651,3063.93
118.03701,3034.68
118.06752,3087.12
118.09802,2976.2
118.12852,2960.07
118.15902,3065.94
118.18953,3003.42
118.22003,2999.39
118.25053,3052.83
118.28104,3004.43
118.31154,2958.05
118.34204,3162.77
118.37255,3045.77
118.40305,3000.4
118.43355,2848.17
118.46405,3067.96
118.49456,3077.04
118.52506,2954.02
118.55556,3066.95
118.58607,3035.69
118.61657,2980.23
118.64707,3063.93
118.67758,2971.16
118.70808,3011.49
118.73858,3038.72
118.76908,3074.01
118.79959,2940.91
118.83009,2898.57
118.86059,3130.49
118.8911,2960.07
118.9216,2906.64
118.9521,3087.12
118.98261,2997.37
119.01311,2971.16
119.04361,3070.99
119.07411,2927.81
119.10462,2980.23
119.13512,3008.46
119.16562,2974.18
119.19613,3032.66
119.22663,3018.55
119.25713,3083.09
119.28764,3001.41
119.31814,2887.48
119.34864,3063.93
119.37914,3018.55
119.40965,2933.85
119.44015,2968.13
119.47065,3041.74
119.50116,3008.46
119.53166,2973.17
119.56216,3098.22
119.59267,2908.65
119.62317,2999.39
119.65367,2973.17
119.68417,2973.17
119.71468,2848.17
119.74518,2923.77
119.77568,3006.45
119.80619,2960.07
119.83669,3140.58
119.86719,2957.04
119.8977,2986.28
119.9282,2975.19
119.9587,3101.24
119.9892,3025.61
120.01971,3001.41
120.05021,3002.41
120.08071,2942.93
120.11122,2889.5
120.14172,2985.27
120.17222,2988.3
120.20273,3026.61
120.23323,3004.43
120.26373,2987.29
120.29423,2975.19
120.32474,2859.26
120.35524,2884.46
120.38574,2977.21
120.41625,2848.17
120.44675,2887.48
120.47725,2974.18
120.50776,2864.3
120.53826,2905.63
120.56876,2929.82
120.59926,3073
120.62977,2969.14
120.66027,2922.77
120.69077,3084.1
120.72128,2975.19
120.75178,2964.1
120.78228,2926.8
120.81279,2854.22
120.84329,3010.48
120.87379,2988.3
120.90429,2923.77
120.9348,2925.79
120.9653,3029.64
120.9958,2934.86
121.02631,2972.17
121.05681,2981.24
121.08731,2936.88
121.11782,2973.17
121.14832,3008.46
121.17882,2902.6
121.20932,2969.14
121.23983,2924.78
121.27033,2988.3
121.30083,2903.61
121.33134,2902.6
121.36184,3008.46
121.39234,3000.4
121.42285,2850.19
121.45335,2924.78
121.48385,2821.97
121.51435,2869.34
121.54486,2952
121.57536,3005.44
121.60586,3097.21
121.63637,2986.28
121.66687,3013.51
121.69737,3001.41
121.72788,2929.82
121.75838,2817.94
121.78888,3070.99
121.81938,2854.22
121.84989,3014.51
121.88039,2933.85
121.91089,3018.55
121.9414,2992.33
121.9719,2939.9
122.0024,3034.68
122.03291,3051.82
122.06341,3003.42
122.09391,2957.04
122.12441,2941.92
122.15492,2909.66
122.18542,3007.46
122.21592,2958.05
122.24643,2981.24
122.27693,3009.47
122.30743,3019.56
122.33794,2941.92
122.36844,3028.63
122.39894,2920.75
122.42944,2936.88
122.45995,3087.12
122.49045,2996.36
122.52095,3032.66
122.55146,2964.1
122.58196,2904.62
122.61246,3046.78
122.64297,3055.86
122.67347,3126.46
122.70397,3095.19
122.73447,3007.46
122.76498,3008.46
122.79548,2946.96
122.82598,3083.09
122.85649,3056.87
122.88699,3082.08
122.91749,3052.83
122.948,3015.52
122.9785,2940.91
123.009,2909.66
123.0395,2902.6
123.07001,2963.09
123.10051,2903.61
123.13101,2941.92
123.16152,3018.55
123.19202,3053.84
123.22252,2897.56
123.25303,2976.2
123.28353,2923.77
123.31403,2979.22
123.34453,2965.11
123.37504,2987.29
123.40554,3031.66
123.43604,3055.86
123.46655,2974.18
123.49705,2969.14
123.52755,3002.41
123.55806,3029.64
123.58856,3025.61
123.61906,3037.71
123.64956,3090.15
123.68007,3003.42
123.71057,3052.83
123.74107,2916.72
123.77158,3169.83
123.80208,3027.62
123.83258,3101.24
123.86309,2923.77
123.89359,3036.7
123.92409,2976.2
123.95459,3058.88
123.9851,2953.01
124.0156,3036.7
124.0461,3068.97
124.07661,3040.73
124.10711,3044.77
124.13761,3036.7
124.16812,3013.51
124.19862,2934.86
124.22912,2999.39
124.25962,3077.04
124.29013,2966.12
124.32063,2956.03
124.35113,3058.88
124.38164,2947.97
124.41214,2838.09
124.44264,2968.13
124.47315,3059.89
124.50365,2946.96
124.53415,3049.81
124.56465,3052.83
124.59516,2968.13
124.62566,2969.14
124.65616,2934.86
124.68667,3060.9
124.71717,3035.69
124.74767,3075.02
124.77818,3051.82
124.80868,2884.46
124.83918,2861.28
124.86968,3046.78
124.90019,3047.79
124.93069,2979.22
124.96119,3026.61
124.9917,2969.14
125.0222,3012.5
125.0527,3013.51
125.08321,2987.29
125.11371,3014.51
125.14421,3021.57
125.17471,3004.43
125.20522,3056.87
125.23572,3093.17
125.26622,2920.75
125.29673,3015.52
125.32723,2920.75
125.35773,3027.62
